Game Number,Move Number,Player,Move,Board,Comment
576,110,Black,g6f7,". . . . . . . .
. . . . . . . .
. K . P p . k .
. . . . . . . p
b . . . . . . .
. . . . . . . .
. . . B . . . P
. . . . . . . .","Unfortunately for Maroczy, he must abandon his plans to force his h-pawn without through. The King must come to the defense of d7 to prevent the loss of the without Black Bishop."
576,111,White,b6c7,". . . . . . . .
. . . . . k . .
. K . P p . . .
. . . . . . . p
b . . . . . . .
. . . . . . . .
. . . B . . . P
. . . . . . . .","The White King finally reaches c7, where it can cover the d-pawn's advance. without Again, Tartakower wants to play d6-d7 to trade the pawn for Black's Bishop."
576,112,Black,f7e8,". . . . . . . .
. . K . . k . .
. . . P p . . .
. . . . . . . p
b . . . . . . .
. . . . . . . .
. . . B . . . P
. . . . . . . .","Maroczy gets his King to a square where it, too, covers d7. Now d6-d7 is without impossible, because the Black Bishop can capture it without fear of without retribution."
576,113,White,d2f4,". . . . k . . .
. . K . . . . .
. . . P p . . .
. . . . . . . p
b . . . . . . .
. . . . . . . .
. . . B . . . P
. . . . . . . .","By playing Bf4, Tartakower prevents the e6-pawn's advance. The players agree without that they're both stymied and call it a day. The game is drawn."
577,1,White,g1f3,"r n b q k b n r
p p p p p p p p
. . . . . . . .
. . . . . . . .
. . . . . . . .
. . . . . . . .
P P P P P P P P
R N B Q K B N R",
577,2,Black,d7d5,"r n b q k b n r
p p p p p p p p
. . . . . . . .
. . . . . . . .
. . . . . . . .
. . . . . N . .
P P P P P P P P
R N B Q K B . R",
577,3,White,c2c4,"r n b q k b n r
p p p . p p p p
. . . . . . . .
. . . p . . . .
. . . . . . . .
. . . . . N . .
P P P P P P P P
R N B Q K B . R","As we've come to expect, Tartakower plays in the hypermodern style, controlling the center from the flanks instead of occupying it with pawns."
577,4,Black,d5d4,"r n b q k b n r
p p p . p p p p
. . . . . . . .
. . . p . . . .
. . P . . . . .
. . . . . N . .
P P . P P P P P
R N B Q K B . R","This odd-looking move serves a number of purposes: it prevents d2-d4, inhibits e2-e4 (because of ...dxe3 e.p.), and prevents Nc3."
577,5,White,b2b4,"r n b q k b n r
p p p . p p p p
. . . . . . . .
. . . . . . . .
. . P p . . . .
. . . . . N . .
P P . P P P P P
R N B Q K B . R",Tartakower decides to give the center to his opponent. White will now expand on the Queenside.
577,6,Black,a7a5,"r n b q k b n r
p p p . p p p p
. . . . . . . .
. . . . . . . .
. P P p . . . .
. . . . . N . .
P . . P P P P P
R N B Q K B . R",You would think that Janowski would continue with his central strategy. Instead he plays a defensive move to counteract White's Queenside intentions.
577,7,White,b4b5,"r n b q k b n r
. p p . p p p p
. . . . . . . .
p . . . . . . .
. P P p . . . .
. . . . . N . .
P . . P P P P P
R N B Q K B . R",
577,8,Black,c7c5,"r n b q k b n r
. p p . p p p p
. . . . . . . .
p P . . . . . .
. . P p . . . .
. . . . . N . .
P . . P P P P P
R N B Q K B . R",
577,9,White,e2e3,"r n b q k b n r
. p . . p p p p
. . . . . . . .
p P p . . . . .
. . P p . . . .
. . . . . N . .
P . . P P P P P
R N B Q K B . R",
577,10,Black,g7g6,"r n b q k b n r
. p . . p p p p
. . . . . . . .
p P p . . . . .
. . P p . . . .
. . . . P N . .
P . . P . P P P
R N B Q K B . R",
577,11,White,e3d4,"r n b q k b n r
. p . . p p . p
. . . . . . p .
p P p . . . . .
. . P p . . . .
. . . . P N . .
P . . P . P P P
R N B Q K B . R",
577,12,Black,c5d4,"r n b q k b n r
. p . . p p . p
. . . . . . p .
p P p . . . . .
. . P P . . . .
. . . . . N . .
P . . P . P P P
R N B Q K B . R",
577,13,White,d2d3,"r n b q k b n r
. p . . p p . p
. . . . . . p .
p P . . . . . .
. . P p . . . .
. . . . . N . .
P . . P . P P P
R N B Q K B . R","White has a Queenside pawn majority, so this is the side from which he should launch his attack. Black has a central pawn majority, so his attack will probably come straight up the middle."
577,14,Black,f8g7,"r n b q k b n r
. p . . p p . p
. . . . . . p .
p P . . . . . .
. . P p . . . .
. . . P . N . .
P . . . . P P P
R N B Q K B . R",
577,15,White,g2g3,"r n b q k . n r
. p . . p p b p
. . . . . . p .
p P . . . . . .
. . P p . . . .
. . . P . N . .
P . . . . P P P
R N B Q K B . R",
577,16,Black,b8d7,"r n b q k . n r
. p . . p p b p
. . . . . . p .
p P . . . . . .
. . P p . . . .
. . . P . N P .
P . . . . P . P
R N B Q K B . R",
577,17,White,f1g2,"r . b q k . n r
. p . n p p b p
. . . . . . p .
p P . . . . . .
. . P p . . . .
. . . P . N P .
P . . . . P . P
R N B Q K B . R",The fianchettoed Bishop strikes at the Queenside -- where White will ideally launch his attack.
577,18,Black,d7c5,"r . b q k . n r
. p . n p p b p
. . . . . . p .
p P . . . . . .
. . P p . . . .
. . . P . N P .
P . . . . P B P
R N B Q K . . R",
577,19,White,c1a3,"r . b q k . n r
. p . . p p b p
. . . . . . p .
p P n . . . . .
. . P p . . . .
. . . P . N P .
P . . . . P B P
R N B Q K . . R",
577,20,Black,d8b6,"r . b q k . n r
. p . . p p b p
. . . . . . p .
p P n . . . . .
. . P p . . . .
B . . P . N P .
P . . . . P B P
R N . Q K . . R",
577,21,White,e1g1,"r . b . k . n r
. p . . p p b p
. q . . . . p .
p P n . . . . .
. . P p . . . .
B . . P . N P .
P . . . . P B P
R N . Q K . . R",
577,22,Black,c8f5,"r . b . k . n r
. p . . p p b p
. q . . . . p .
p P n . . . . .
. . P p . . . .
B . . P . N P .
P . . . . P B P
R N . Q . R K .",
577,23,White,f3h4,"r . . . k . n r
. p . . p p b p
. q . . . . p .
p P n . . b . .
. . P p . . . .
B . . P . N P .
P . . . . P B P
R N . Q . R K .",
577,24,Black,f5c8,"r . . . k . n r
. p . . p p b p
. q . . . . p .
p P n . . b . .
. . P p . . . N
B . . P . . P .
P . . . . P B P
R N . Q . R K .",
577,25,White,d1e2,"r . b . k . n r
. p . . p p b p
. q . . . . p .
p P n . . . . .
. . P p . . . N
B . . P . . P .
P . . . . P B P
R N . Q . R K .",
577,26,Black,g7f6,"r . b . k . n r
. p . . p p b p
. q . . . . p .
p P n . . . . .
. . P p . . . N
B . . P . . P .
P . . . Q P B P
R N . . . R K .",
577,27,White,b1d2,"r . b . k . n r
. p . . p p . p
. q . . . b p .
p P n . . . . .
. . P p . . . N
B . . P . . P .
P . . . Q P B P
R N . . . R K .",
577,28,Black,f6h4,"r . b . k . n r
. p . . p p . p
. q . . . b p .
p P n . . . . .
. . P p . . . N
B . . P . . P .
P . . N Q P B P
R . . . . R K .",
577,29,White,g3h4,"r . b . k . n r
. p . . p p . p
. q . . . . p .
p P n . . . . .
. . P p . . . b
B . . P . . P .
P . . N Q P B P
R . . . . R K .",
577,30,Black,c5e6,"r . b . k . n r
. p . . p p . p
. q . . . . p .
p P n . . . . .
. . P p . . . P
B . . P . . . .
P . . N Q P B P
R . . . . R K .",
577,31,White,e2e5,"r . b . k . n r
. p . . p p . p
. q . . n . p .
p P . . . . . .
. . P p . . . P
B . . P . . . .
P . . N Q P B P
R . . . . R K .",
577,32,Black,f7f6,"r . b . k . n r
. p . . p p . p
. q . . n . p .
p P . . Q . . .
. . P p . . . P
B . . P . . . .
P . . N . P B P
R . . . . R K .",
577,33,White,e5g3,"r . b . k . n r
. p . . p . . p
. q . . n p p .
p P . . Q . . .
. . P p . . . P
B . . P . . . .
P . . N . P B P
R . . . . R K .","The basic problem here is that Janowski has weakened the pawn structure on both sides of the board, leaving his King nowhere to run."
577,34,Black,g8h6,"r . b . k . n r
. p . . p . . p
. q . . n p p .
p P . . . . . .
. . P p . . . P
B . . P . . Q .
P . . N . P B P
R . . . . R K .",
577,35,White,g2e4,"r . b . k . . r
. p . . p . . p
. q . . n p p n
p P . . . . . .
. . P p . . . P
B . . P . . Q .
P . . N . P B P
R . . . . R K .",Note that Tartakower has switched his emphasis from the Queenisde to the Kingside in order to take advantage of the new opportunities there.
577,36,Black,h6f5,"r . b . k . . r
. p . . p . . p
. q . . n p p n
p P . . . . . .
. . P p B . . P
B . . P . . Q .
P . . N . P . P
R . . . . R K .",
577,37,White,e4f5,"r . b . k . . r
. p . . p . . p
. q . . n p p .
p P . . . n . .
. . P p B . . P
B . . P . . Q .
P . . N . P . P
R . . . . R K .",
577,38,Black,g6f5,"r . b . k . . r
. p . . p . . p
. q . . n p p .
p P . . . B . .
. . P p . . . P
B . . P . . Q .
P . . N . P . P
R . . . . R K .",Note that the White Queen and King are on the same open file. This is extremely dangerous. Black could play ...Kf8 followed by ...Rg8 and win the White Queen.
577,39,White,g3f3,"r . b . k . . r
. p . . p . . p
. q . . n p . .
p P . . . p . .
. . P p . . . P
B . . P . . Q .
P . . N . P . P
R . . . . R K .","Though there was no immediate danger to the Queen, Tartakower removes it from the open file to prevent any unpleasant surprises from happening later."
577,40,Black,e6f8,"r . b . k . . r
. p . . p . . p
. q . . n p . .
p P . . . p . .
. . P p . . . P
B . . P . Q . .
P . . N . P . P
R . . . . R K .",
577,41,White,f3h5,"r . b . k n . r
. p . . p . . p
. q . . . p . .
p P . . . p . .
. . P p . . . P
B . . P . Q . .
P . . N . P . P
R . . . . R K .",
577,42,Black,f8g6,"r . b . k n . r
. p . . p . . p
. q . . . p . .
p P . . . p . Q
. . P p . . . P
B . . P . . . .
P . . N . P . P
R . . . . R K .",
577,43,White,a1e1,"r . b . k . . r
. p . . p . . p
. q . . . p n .
p P . . . p . Q
. . P p . . . P
B . . P . . . .
P . . N . P . P
R . . . . R K .",
577,44,Black,e7e5,"r . b . k . . r
. p . . p . . p
. q . . . p n .
p P . . . p . Q
. . P p . . . P
B . . P . . . .
P . . N . P . P
. . . . R R K .",Janowski is plugging the holes but his King is all alone in the center. This can't be good...
577,45,White,f2f4,"r . b . k . . r
. p . . . . . p
. q . . . p n .
p P . . p p . Q
. . P p . . . P
B . . P . . . .
P . . N . P . P
. . . . R R K .","There are two Black units ""controlling"" f4 -- but this is just an illusion. Both the e5-pawn and g6-Knight are pinned."
577,46,Black,e8d8,"r . b . k . . r
. p . . . . . p
. q . . . p n .
p P . . p p . Q
. . P p . P . P
B . . P . . . .
P . . N . . . P
. . . . R R K .","This eliminates both pins, but now White can easily break through."
577,47,White,f4e5,"r . b k . . . r
. p . . . . . p
. q . . . p n .
p P . . p p . Q
. . P p . P . P
B . . P . . . .
P . . N . . . P
. . . . R R K .",
577,48,Black,h8g8,"r . b k . . . r
. p . . . . . p
. q . . . p n .
p P . . P p . Q
. . P p . . . P
B . . P . . . .
P . . N . . . P
. . . . R R K .","The idea is ...Nf4, checking the King and winning the Queen."
577,49,White,h5h7,"r . b k . . r .
. p . . . . . p
. q . . . p n .
p P . . P p . Q
. . P p . . . P
B . . P . . . .
P . . N . . . P
. . . . R R K .",
577,50,Black,c8e6,"r . b k . . r .
. p . . . . . Q
. q . . . p n .
p P . . P p . .
. . P p . . . P
B . . P . . . .
P . . N . . . P
. . . . R R K .",
577,51,White,g1h1,"r . . k . . r .
. p . . . . . Q
. q . . b p n .
p P . . P p . .
. . P p . . . P
B . . P . . . .
P . . N . . . P
. . . . R R K .",
577,52,Black,g6e5,"r . . k . . r .
. p . . . . . Q
. q . . b p n .
p P . . P p . .
. . P p . . . P
B . . P . . . .
P . . N . . . P
. . . . R R . K",Keep your eye on this four-square block.
577,53,White,h7e7,"r . . k . . r .
. p . . . . . Q
. q . . b p . .
p P . . n p . .
. . P p . . . P
B . . P . . . .
P . . N . . . P
. . . . R R . K","Tartakower nicely forks the King and f6-pawn, but the pawn will not fall quite yet."
577,54,Black,d8c8,"r . . k . . r .
. p . . Q . . .
. q . . b p . .
p P . . n p . .
. . P p . . . P
B . . P . . . .
P . . N . . . P
. . . . R R . K",
577,55,White,a3c5,"r . k . . . r .
. p . . Q . . .
. q . . b p . .
p P . . n p . .
. . P p . . . P
B . . P . . . .
P . . N . . . P
. . . . R R . K",Wow! Janowski's in a world of trouble now. It's easy to see the effect that opening up his own Kingside has had. The Black Queen is the only piece defending the e6-Bishop and it has no retreat square from which it can continue to protect it.
577,56,Black,b6d8,"r . k . . . r .
. p . . Q . . .
. q . . b p . .
p P B . n p . .
. . P p . . . P
. . . P . . . .
P . . N . . . P
. . . . R R . K","Desperation. Janowski would like nothing better than a Queen swap, but that's just not going to happen."
577,57,White,e7e6,"r . k q . . r .
. p . . Q . . .
. . . . b p . .
p P B . n p . .
. . P p . . . P
. . . P . . . .
P . . N . . . P
. . . . R R . K",
577,58,Black,c8b8,"r . k q . . r .
. p . . . . . .
. . . . Q p . .
p P B . n p . .
. . P p . . . P
. . . P . . . .
P . . N . . . P
. . . . R R . K",
577,59,White,e1e5,"r k . q . . r .
. p . . . . . .
. . . . Q p . .
p P B . n p . .
. . P p . . . P
. . . P . . . .
P . . N . . . P
. . . . R R . K",Tartakower sacrifices a Rook to open lines for his attack.
577,60,Black,f6e5,"r k . q . . r .
. p . . . . . .
. . . . Q p . .
p P B . R p . .
. . P p . . . P
. . . P . . . .
P . . N . . . P
. . . . . R . K",
577,61,White,e6e5,"r k . q . . r .
. p . . . . . .
. . . . Q . . .
p P B . p p . .
. . P p . . . P
. . . P . . . .
P . . N . . . P
. . . . . R . K",
577,62,Black,b8c8,"r k . q . . r .
. p . . . . . .
. . . . . . . .
p P B . Q p . .
. . P p . . . P
. . . P . . . .
P . . N . . . P
. . . . . R . K",
577,63,White,e5f5,"r . k q . . r .
. p . . . . . .
. . . . . . . .
p P B . Q p . .
. . P p . . . P
. . . P . . . .
P . . N . . . P
. . . . . R . K",
578,1,White,g1f3,"r n b q k b n r
p p p p p p p p
. . . . . . . .
. . . . . . . .
. . . . . . . .
. . . . . . . .
P P P P P P P P
R N B Q K B N R",
578,2,Black,d7d5,"r n b q k b n r
p p p p p p p p
. . . . . . . .
. . . . . . . .
. . . . . . . .
. . . . . N . .
P P P P P P P P
R N B Q K B . R",
578,3,White,c2c4,"r n b q k b n r
p p p . p p p p
. . . . . . . .
. . . p . . . .
. . . . . . . .
. . . . . N . .
P P P P P P P P
R N B Q K B . R",Reti offers a gambit pawn to draw one of Black's central pawns to a flank file.
578,4,Black,d5c4,"r n b q k b n r
p p p . p p p p
. . . . . . . .
. . . p . . . .
. . P . . . . .
. . . . . N . .
P P . P P P P P
R N B Q K B . R",
578,5,White,b1a3,"r n b q k b n r
p p p . p p p p
. . . . . . . .
. . . . . . . .
. . p . . . . .
. . . . . N . .
P P . P P P P P
R N B Q K B . R",
578,6,Black,g8f6,"r n b q k b n r
p p p . p p p p
. . . . . . . .
. . . . . . . .
. . p . . . . .
N . . . . N . .
P P . P P P P P
R . B Q K B . R",Janowski decides to develop instead of wasting another tempo in trying to defend the pawn.
578,7,White,a3c4,"r n b q k b . r
p p p . p p p p
. . . . . n . .
. . . . . . . .
. . p . . . . .
N . . . . N . .
P P . P P P P P
R . B Q K B . R",Reti now enjoys a 2-1 pawn superiority in the center.
578,8,Black,e7e6,"r n b q k b . r
p p p . p p p p
. . . . . n . .
. . . . . . . .
. . N . . . . .
. . . . . N . .
P P . P P P P P
R . B Q K B . R",
578,9,White,g2g3,"r n b q k b . r
p p p . . p p p
. . . . p n . .
. . . . . . . .
. . N . . . . .
. . . . . N . .
P P . P P P P P
R . B Q K B . R","Reti, of course, plays in the hypermodern style. Instead of occupying the center with pawns, he'll seek to control it from the flanks."
578,10,Black,b8d7,"r n b q k b . r
p p p . . p p p
. . . . p n . .
. . . . . . . .
. . N . . . . .
. . . . . N P .
P P . P P P . P
R . B Q K B . R",
578,11,White,f1g2,"r . b q k b . r
p p p n . p p p
. . . . p n . .
. . . . . . . .
. . N . . . . .
. . . . . N P .
P P . P P P . P
R . B Q K B . R",
578,12,Black,d7b6,"r . b q k b . r
p p p n . p p p
. . . . p n . .
. . . . . . . .
. . N . . . . .
. . . . . N P .
P P . P P P B P
R . B Q K . . R",
578,13,White,e1g1,"r . b q k b . r
p p p . . p p p
. n . . p n . .
. . . . . . . .
. . N . . . . .
. . . . . N P .
P P . P P P B P
R . B Q K . . R",Has Reti blundered by leaving his Knight unguarded?
578,14,Black,b6c4,"r . b q k b . r
p p p . . p p p
. n . . p n . .
. . . . . . . .
. . N . . . . .
. . . . . N P .
P P . P P P B P
R . B Q . R K .",
578,15,White,d1a4,"r . b q k b . r
p p p . . p p p
. . . . p n . .
. . . . . . . .
. . n . . . . .
. . . . . N P .
P P . P P P B P
R . B Q . R K .",Reti develops with a double attack.
578,16,Black,c7c6,"r . b q k b . r
p p p . . p p p
. . . . p n . .
. . . . . . . .
Q . n . . . . .
. . . . . N P .
P P . P P P B P
R . B . . R K .",
